20201029_054520,-0.2260636
20201029_054020,-0.192612
20201029_053520,-0.14038360000000003
20201029_053437,-0.1979552
20201029_053021,-0.2823522
20201029_052520,-0.1707012
20201029_052020,-0.5585046
20201029_051521,-0.6664012000000001
20201029_051021,0
20201029_050521,0
20201029_050449,-0.13548100000000007
20201029_050020,-0.19995759999999999
20201029_045936,-0.1521526
20201029_045829,0
20201029_045817,-0.27466618000000004
20201029_045803,-0.8358106000000001
20201029_045801,-0.188234
20201029_045744,-0.7457238
20201029_045741,-0.07488740000000016
20201029_045021,-0.143351
20201029_044521,-0.0269256
20201029_044020,-0.02031592
20201029_043520,-2.40423278
20201029_043436,-0.17557040000000002
20201029_043021,-0.1980476
20201029_042520,-0.09740200000000002
20201029_042020,-0.4363266
20201029_041521,-0.0765914
20201029_040443,-0.36303420000000003
20201029_040020,-0.3051752
20201029_035021,-0.3945596
20201029_034730,-0.6189464
20201029_034724,-0.762735
20201029_034721,-1.5322183999999999
20201029_034607,1.9799768000000002
20201029_034600,-1.0251112
20201029_034556,1.4289260000000001
20201029_034552,-0.0261714
20201029_034547,-0.1362988
20201029_034544,-0.5374078
20201029_034540,-0.2997256
20201029_034523,-0.180784
20201029_034521,0
20201029_034516,0
20201029_034502,-0.36230280000000004
20201029_034448,-0.4552466
20201029_034354,1.0463803999999999
20201029_034349,-0.8032666
20201029_034203,-0.6770188000000003
20201029_034151,-0.5412163999999999
20201029_034148,-1.03225228
20201029_034146,1.1677764000000002
20201029_034143,-0.8509844
20201029_034020,-0.23758659999999998
20201029_033950,-1.0093064440000001
20201029_033520,-0.13502138
20201029_033436,-0.1612366
20201029_033021,-0.2775686
20201029_032520,-0.359221
20201029_032020,-0.37852260000000004
20201029_031521,-0.8916453999999999
20201029_031021,-0.32745840000000004
20201029_030521,-0.2416536
20201029_030449,-0.4431574
20201029_030026,0
20201029_025020,0
20201029_024520,-0.1788018
20201029_024021,-0.0910724
20201029_023520,0.982958
20201029_023436,1.8429452000000002
20201029_023020,0.9801030000000001
20201029_022521,-0.2371662
20201029_022020,-0.17227
20201029_021520,-0.1974072
20201029_021021,-0.32476008
20201029_020520,-0.3832258
20201029_020443,0
20201029_020021,0.5650171999999999
20201029_015020,-0.19995759999999999
20201029_014521,-0.1641914
20201029_014020,-0.5679086
20201029_013520,0
20201029_013436,-0.1987262
20201029_013021,-0.3059216
20201029_012520,-0.33004940000000005
20201029_012020,0
20201029_011521,-0.04158560000000001
20201029_011021,-0.388222
20201029_010520,-0.5327170000000001
20201029_010447,-0.6735282
20201029_010021,0
20201029_005021,-0.08544568000000001
20201029_004521,-0.20172540000000003
20201029_004020,-0.1999994
20201029_003520,-0.08496520000000002
20201029_003436,-0.5852558000000001
20201029_003021,-0.7153085800000001
20201029_002520,-0.19922040000000002
20201029_002020,-0.18799740000000004
20201029_001521,-0.032035
20201029_055021,-0.14038360000000003
20201029_063020,-0.48666259999999995
20201029_062521,-0.1407878
20201029_062021,-0.48366339999999997
